size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,sum,-1,0.20,0.00,0.00,0
0,0,float,sum,-1,0.20,0.00,0.00,0
4,1,float,sum,-1,16.83,0.00,0.00,0
8,2,float,sum,-1,16.88,0.00,0.00,0
16,4,float,sum,-1,16.67,0.00,0.00,0
32,8,float,sum,-1,16.69,0.00,0.00,0
64,16,float,sum,-1,16.85,0.00,0.01,0
128,32,float,sum,-1,16.99,0.01,0.01,0
256,64,float,sum,-1,225.6,0.00,0.00,0
512,128,float,sum,-1,225.6,0.00,0.00,0
1024,256,float,sum,-1,225.7,0.00,0.01,0
2048,512,float,sum,-1,226.1,0.01,0.02,0
4096,1024,float,sum,-1,225.8,0.02,0.03,0
8192,2048,float,sum,-1,224.9,0.04,0.06,0
16384,4096,float,sum,-1,226.5,0.07,0.13,0
32768,8192,float,sum,-1,227.0,0.14,0.25,0
65536,16384,float,sum,-1,231.2,0.28,0.50,0
131072,32768,float,sum,-1,238.7,0.55,0.96,0
262144,65536,float,sum,-1,263.5,0.99,1.74,0
524288,131072,float,sum,-1,304.8,1.72,3.01,0
1048576,262144,float,sum,-1,361.7,2.90,5.07,0
2097152,524288,float,sum,-1,516.2,4.06,7.11,0
4194304,1048576,float,sum,-1,794.7,5.28,9.24,0
8388608,2097152,float,sum,-1,1290.5,6.50,11.38,0
16777216,4194304,float,sum,-1,2291.6,7.32,12.81,0
33554432,8388608,float,sum,-1,4275.8,7.85,13.73,0
67108864,16777216,float,sum,-1,8249.8,8.13,14.24,0
134217728,33554432,float,sum,-1,16789,7.99,13.99,0
268435456,67108864,float,sum,-1,32895,8.16,14.28,0
536870912,134217728,float,sum,-1,65211,8.23,14.41,0
1073741824,268435456,float,sum,-1,129725,8.28,14.48,0
2147483648,536870912,float,sum,-1,257324,8.35,14.60,0
4294967296,1073741824,float,sum,-1,514862,8.34,14.60,0
