size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,sum,-1,0.20,0.00,0.00,0
0,0,float,sum,-1,0.20,0.00,0.00,0
4,1,float,sum,-1,17.11,0.00,0.00,0
8,2,float,sum,-1,17.08,0.00,0.00,0
16,4,float,sum,-1,16.98,0.00,0.00,0
32,8,float,sum,-1,17.01,0.00,0.00,0
64,16,float,sum,-1,17.07,0.00,0.01,0
128,32,float,sum,-1,17.32,0.01,0.01,0
256,64,float,sum,-1,17.67,0.01,0.03,0
512,128,float,sum,-1,18.28,0.03,0.05,0
1024,256,float,sum,-1,18.51,0.06,0.10,0
2048,512,float,sum,-1,19.05,0.11,0.19,0
4096,1024,float,sum,-1,20.52,0.20,0.35,0
8192,2048,float,sum,-1,22.88,0.36,0.63,0
16384,4096,float,sum,-1,27.35,0.60,1.05,0
32768,8192,float,sum,-1,27.63,1.19,2.08,0
65536,16384,float,sum,-1,27.90,2.35,4.11,0
131072,32768,float,sum,-1,28.50,4.60,8.05,0
262144,65536,float,sum,-1,28.50,9.20,16.10,0
524288,131072,float,sum,-1,49.88,10.51,18.40,0
1048576,262144,float,sum,-1,53.31,19.67,34.42,0
2097152,524288,float,sum,-1,60.05,34.92,61.11,0
4194304,1048576,float,sum,-1,76.53,54.81,95.91,0
8388608,2097152,float,sum,-1,100.3,83.61,146.31,0
16777216,4194304,float,sum,-1,155.4,107.98,188.96,0
33554432,8388608,float,sum,-1,239.7,139.97,244.95,0
67108864,16777216,float,sum,-1,425.6,157.67,275.91,0
134217728,33554432,float,sum,-1,795.8,168.65,295.14,0
