size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,sum,-1,0.20,0.00,0.00,0
0,0,float,sum,-1,0.19,0.00,0.00,0
4,1,float,sum,-1,17.16,0.00,0.00,0
8,2,float,sum,-1,17.03,0.00,0.00,0
16,4,float,sum,-1,16.92,0.00,0.00,0
32,8,float,sum,-1,17.02,0.00,0.00,0
64,16,float,sum,-1,17.01,0.00,0.01,0
128,32,float,sum,-1,17.32,0.01,0.01,0
256,64,float,sum,-1,17.52,0.01,0.03,0
512,128,float,sum,-1,18.26,0.03,0.05,0
1024,256,float,sum,-1,18.68,0.05,0.10,0
2048,512,float,sum,-1,19.22,0.11,0.19,0
4096,1024,float,sum,-1,20.53,0.20,0.35,0
8192,2048,float,sum,-1,22.78,0.36,0.63,0
16384,4096,float,sum,-1,27.60,0.59,1.04,0
32768,8192,float,sum,-1,28.06,1.17,2.04,0
65536,16384,float,sum,-1,28.19,2.32,4.07,0
131072,32768,float,sum,-1,28.33,4.63,8.10,0
262144,65536,float,sum,-1,28.62,9.16,16.03,0
524288,131072,float,sum,-1,49.83,10.52,18.41,0
1048576,262144,float,sum,-1,53.46,19.61,34.33,0
2097152,524288,float,sum,-1,60.13,34.88,61.04,0
4194304,1048576,float,sum,-1,76.74,54.65,95.64,0
8388608,2097152,float,sum,-1,100.4,83.55,146.22,0
16777216,4194304,float,sum,-1,155.4,107.95,188.91,0
33554432,8388608,float,sum,-1,240.1,139.76,244.57,0
67108864,16777216,float,sum,-1,426.2,157.44,275.53,0
134217728,33554432,float,sum,-1,796.3,168.56,294.98,0
268435456,67108864,float,sum,-1,1540.2,174.28,304.99,0
536870912,134217728,float,sum,-1,3032.7,177.03,309.80,0
1073741824,268435456,float,sum,-1,5977.0,179.65,314.38,0
2147483648,536870912,float,sum,-1,11912,180.28,315.49,0
4294967296,1073741824,float,sum,-1,23792,180.52,315.92,0
