size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,sum,-1,0.19,0.00,0.00,0
0,0,float,sum,-1,0.21,0.00,0.00,0
4,1,float,sum,-1,17.25,0.00,0.00,0
8,2,float,sum,-1,17.24,0.00,0.00,0
16,4,float,sum,-1,17.13,0.00,0.00,0
32,8,float,sum,-1,17.26,0.00,0.00,0
64,16,float,sum,-1,17.37,0.00,0.01,0
128,32,float,sum,-1,17.53,0.01,0.01,0
256,64,float,sum,-1,13.16,0.02,0.03,0
512,128,float,sum,-1,12.87,0.04,0.07,0
1024,256,float,sum,-1,12.81,0.08,0.14,0
2048,512,float,sum,-1,13.30,0.15,0.27,0
4096,1024,float,sum,-1,13.18,0.31,0.54,0
8192,2048,float,sum,-1,13.19,0.62,1.09,0
16384,4096,float,sum,-1,13.20,1.24,2.17,0
32768,8192,float,sum,-1,15.62,2.10,3.67,0
65536,16384,float,sum,-1,20.14,3.25,5.70,0
131072,32768,float,sum,-1,29.43,4.45,7.79,0
262144,65536,float,sum,-1,49.98,5.24,9.18,0
524288,131072,float,sum,-1,92.53,5.67,9.92,0
1048576,262144,float,sum,-1,177.6,5.91,10.33,0
2097152,524288,float,sum,-1,351.6,5.97,10.44,0
4194304,1048576,float,sum,-1,699.9,5.99,10.49,0
8388608,2097152,float,sum,-1,1393.0,6.02,10.54,0
16777216,4194304,float,sum,-1,2781.1,6.03,10.56,0
33554432,8388608,float,sum,-1,5563.0,6.03,10.56,0
67108864,16777216,float,sum,-1,11124,6.03,10.56,0
134217728,33554432,float,sum,-1,22474,5.97,10.45,0
268435456,67108864,float,sum,-1,45031,5.96,10.43,0
536870912,134217728,float,sum,-1,90153,5.96,10.42,0
1073741824,268435456,float,sum,-1,180170,5.96,10.43,0
2147483648,536870912,float,sum,-1,359977,5.97,10.44,0
4294967296,1073741824,float,sum,-1,719163,5.97,10.45,0
