size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,sum,-1,0.21,0.00,0.00,0
0,0,float,sum,-1,0.21,0.00,0.00,0
4,1,float,sum,-1,17.47,0.00,0.00,0
8,2,float,sum,-1,17.43,0.00,0.00,0
16,4,float,sum,-1,17.36,0.00,0.00,0
32,8,float,sum,-1,17.35,0.00,0.00,0
64,16,float,sum,-1,17.53,0.00,0.01,0
128,32,float,sum,-1,17.61,0.01,0.01,0
256,64,float,sum,-1,17.99,0.01,0.02,0
512,128,float,sum,-1,18.67,0.03,0.05,0
1024,256,float,sum,-1,223.1,0.00,0.01,0
2048,512,float,sum,-1,223.1,0.01,0.02,0
4096,1024,float,sum,-1,223.0,0.02,0.03,0
8192,2048,float,sum,-1,224.0,0.04,0.06,0
16384,4096,float,sum,-1,223.9,0.07,0.13,0
32768,8192,float,sum,-1,223.2,0.15,0.26,0
65536,16384,float,sum,-1,225.2,0.29,0.51,0
131072,32768,float,sum,-1,225.4,0.58,1.02,0
262144,65536,float,sum,-1,229.2,1.14,2.00,0
524288,131072,float,sum,-1,237.2,2.21,3.87,0
1048576,262144,float,sum,-1,258.5,4.06,7.10,0
2097152,524288,float,sum,-1,303.1,6.92,12.11,0
4194304,1048576,float,sum,-1,365.8,11.47,20.07,0
8388608,2097152,float,sum,-1,524.4,16.00,28.00,0
16777216,4194304,float,sum,-1,808.1,20.76,36.33,0
33554432,8388608,float,sum,-1,1296.2,25.89,45.30,0
67108864,16777216,float,sum,-1,2317.7,28.96,50.67,0
134217728,33554432,float,sum,-1,4359.2,30.79,53.88,0
268435456,67108864,float,sum,-1,8395.2,31.98,55.96,0
536870912,134217728,float,sum,-1,16871,31.82,55.69,0
1073741824,268435456,float,sum,-1,33437,32.11,56.20,0
2147483648,536870912,float,sum,-1,65944,32.57,56.99,0
4294967296,1073741824,float,sum,-1,131020,32.78,57.37,0
