size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,sum,-1,0.20,0.00,0.00,0
0,0,float,sum,-1,0.20,0.00,0.00,0
4,1,float,sum,-1,17.31,0.00,0.00,0
8,2,float,sum,-1,17.10,0.00,0.00,0
16,4,float,sum,-1,17.12,0.00,0.00,0
32,8,float,sum,-1,17.22,0.00,0.00,0
64,16,float,sum,-1,17.18,0.00,0.01,0
128,32,float,sum,-1,17.40,0.01,0.01,0
256,64,float,sum,-1,17.74,0.01,0.03,0
512,128,float,sum,-1,18.38,0.03,0.05,0
1024,256,float,sum,-1,18.65,0.05,0.10,0
2048,512,float,sum,-1,19.34,0.11,0.19,0
4096,1024,float,sum,-1,20.85,0.20,0.34,0
8192,2048,float,sum,-1,23.23,0.35,0.62,0
16384,4096,float,sum,-1,27.49,0.60,1.04,0
32768,8192,float,sum,-1,27.68,1.18,2.07,0
65536,16384,float,sum,-1,28.01,2.34,4.09,0
131072,32768,float,sum,-1,28.19,4.65,8.14,0
262144,65536,float,sum,-1,28.44,9.22,16.13,0
524288,131072,float,sum,-1,49.82,10.52,18.42,0
1048576,262144,float,sum,-1,53.29,19.68,34.43,0
2097152,524288,float,sum,-1,59.94,34.99,61.23,0
4194304,1048576,float,sum,-1,76.58,54.77,95.84,0
8388608,2097152,float,sum,-1,100.2,83.69,146.46,0
16777216,4194304,float,sum,-1,155.2,108.08,189.14,0
33554432,8388608,float,sum,-1,240.4,139.59,244.28,0
67108864,16777216,float,sum,-1,426.6,157.30,275.27,0
134217728,33554432,float,sum,-1,795.8,168.65,295.14,0
268435456,67108864,float,sum,-1,1541.6,174.12,304.72,0
536870912,134217728,float,sum,-1,3029.2,177.23,310.15,0
1073741824,268435456,float,sum,-1,5973.6,179.75,314.56,0
2147483648,536870912,float,sum,-1,11910,180.31,315.55,0
4294967296,1073741824,float,sum,-1,23766,180.72,316.26,0
