size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
128,4,float,none,-1,10.40,0.01,0.01,0
256,8,float,none,-1,10.17,0.03,0.02,0
512,16,float,none,-1,10.32,0.05,0.04,0
1024,32,float,none,-1,10.17,0.10,0.09,0
2048,64,float,none,-1,11.10,0.18,0.16,0
4096,128,float,none,-1,10.31,0.40,0.35,0
8192,256,float,none,-1,10.08,0.81,0.71,0
16384,512,float,none,-1,10.34,1.58,1.39,0
32768,1024,float,none,-1,10.85,3.02,2.64,0
65536,2048,float,none,-1,10.41,6.29,5.51,0
131072,4096,float,none,-1,10.48,12.51,10.95,0
262144,8192,float,none,-1,14.85,17.65,15.44,0
524288,16384,float,none,-1,25.84,20.29,17.75,0
1048576,32768,float,none,-1,47.19,22.22,19.44,0
2097152,65536,float,none,-1,90.40,23.20,20.30,0
4194304,131072,float,none,-1,176.2,23.81,20.83,0
8388608,262144,float,none,-1,347.8,24.12,21.10,0
16777216,524288,float,none,-1,692.1,24.24,21.21,0
33554432,1048576,float,none,-1,1374.7,24.41,21.36,0
67108864,2097152,float,none,-1,2753.8,24.37,21.32,0
134217728,4194304,float,none,-1,5535.8,24.25,21.21,0
268435456,8388608,float,none,-1,11040,24.32,21.28,0
536870912,16777216,float,none,-1,22191,24.19,21.17,0
1073741824,33554432,float,none,-1,44278,24.25,21.22,0
2147483648,67108864,float,none,-1,88545,24.25,21.22,0
4294967296,134217728,float,none,-1,176937,24.27,21.24,0
