size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
128,4,float,none,-1,18.04,0.01,0.01,0
256,8,float,none,-1,17.69,0.01,0.01,0
512,16,float,none,-1,17.60,0.03,0.03,0
1024,32,float,none,-1,17.66,0.06,0.05,0
2048,64,float,none,-1,18.17,0.11,0.10,0
4096,128,float,none,-1,18.29,0.22,0.20,0
8192,256,float,none,-1,18.48,0.44,0.39,0
16384,512,float,none,-1,18.89,0.87,0.76,0
32768,1024,float,none,-1,19.12,1.71,1.50,0
65536,2048,float,none,-1,19.35,3.39,2.96,0
131072,4096,float,none,-1,19.45,6.74,5.90,0
262144,8192,float,none,-1,19.38,13.53,11.84,0
524288,16384,float,none,-1,33.37,15.71,13.75,0
1048576,32768,float,none,-1,35.33,29.68,25.97,0
2097152,65536,float,none,-1,39.54,53.04,46.41,0
4194304,131072,float,none,-1,47.12,89.00,77.88,0
8388608,262144,float,none,-1,59.86,140.14,122.62,0
16777216,524288,float,none,-1,96.21,174.38,152.59,0
33554432,1048576,float,none,-1,142.5,235.45,206.02,0
67108864,2097152,float,none,-1,235.7,284.68,249.10,0
134217728,4194304,float,none,-1,423.3,317.06,277.42,0
268435456,8388608,float,none,-1,806.7,332.75,291.16,0
536870912,16777216,float,none,-1,1565.6,342.91,300.05,0
1073741824,33554432,float,none,-1,3073.8,349.32,305.65,0
2147483648,67108864,float,none,-1,6082.3,353.07,308.94,0
4294967296,134217728,float,none,-1,12141,353.76,309.54,0
