size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.21,0.00,0.00,0
0,0,float,none,-1,0.21,0.00,0.00,0
0,0,float,none,-1,0.21,0.00,0.00,0
0,0,float,none,-1,0.21,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
128,4,float,none,-1,213.8,0.00,0.00,0
256,8,float,none,-1,213.6,0.00,0.00,0
512,16,float,none,-1,235.5,0.00,0.00,0
1024,32,float,none,-1,213.6,0.00,0.00,0
2048,64,float,none,-1,214.4,0.01,0.01,0
4096,128,float,none,-1,213.5,0.02,0.02,0
8192,256,float,none,-1,213.5,0.04,0.03,0
16384,512,float,none,-1,213.6,0.08,0.07,0
32768,1024,float,none,-1,214.4,0.15,0.13,0
65536,2048,float,none,-1,214.6,0.31,0.27,0
131072,4096,float,none,-1,216.4,0.61,0.53,0
262144,8192,float,none,-1,219.8,1.19,1.04,0
524288,16384,float,none,-1,224.9,2.33,2.04,0
1048576,32768,float,none,-1,240.9,4.35,3.81,0
2097152,65536,float,none,-1,290.4,7.22,6.32,0
4194304,131072,float,none,-1,350.1,11.98,10.48,0
8388608,262144,float,none,-1,468.1,17.92,15.68,0
16777216,524288,float,none,-1,702.7,23.87,20.89,0
33554432,1048576,float,none,-1,1182.1,28.38,24.84,0
67108864,2097152,float,none,-1,2133.5,31.45,27.52,0
134217728,4194304,float,none,-1,4046.2,33.17,29.02,0
268435456,8388608,float,none,-1,7863.0,34.14,29.87,0
536870912,16777216,float,none,-1,15971,33.62,29.41,0
1073741824,33554432,float,none,-1,31178,34.44,30.13,0
2147483648,67108864,float,none,-1,61682,34.82,30.46,0
4294967296,134217728,float,none,-1,122710,35.00,30.63,0
