size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,none,-1,0.21,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
128,4,float,none,-1,214.6,0.00,0.00,0
256,8,float,none,-1,214.5,0.00,0.00,0
512,16,float,none,-1,214.5,0.00,0.00,0
1024,32,float,none,-1,214.5,0.00,0.00,0
2048,64,float,none,-1,214.5,0.01,0.01,0
4096,128,float,none,-1,214.4,0.02,0.02,0
8192,256,float,none,-1,214.5,0.04,0.03,0
16384,512,float,none,-1,215.3,0.08,0.07,0
32768,1024,float,none,-1,215.5,0.15,0.13,0
65536,2048,float,none,-1,217.3,0.30,0.26,0
131072,4096,float,none,-1,220.5,0.59,0.52,0
262144,8192,float,none,-1,226.0,1.16,1.01,0
524288,16384,float,none,-1,242.6,2.16,1.89,0
1048576,32768,float,none,-1,292.7,3.58,3.13,0
2097152,65536,float,none,-1,352.6,5.95,5.20,0
4194304,131072,float,none,-1,471.5,8.90,7.78,0
8388608,262144,float,none,-1,710.1,11.81,10.34,0
16777216,524288,float,none,-1,1180.4,14.21,12.44,0
33554432,1048576,float,none,-1,2122.8,15.81,13.83,0
67108864,2097152,float,none,-1,4023.6,16.68,14.59,0
134217728,4194304,float,none,-1,7815.8,17.17,15.03,0
268435456,8388608,float,none,-1,15899,16.88,14.77,0
536870912,16777216,float,none,-1,31054,17.29,15.13,0
1073741824,33554432,float,none,-1,61351,17.50,15.31,0
2147483648,67108864,float,none,-1,122120,17.58,15.39,0
4294967296,134217728,float,none,-1,243499,17.64,15.43,0
