size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
128,4,float,none,-1,17.68,0.01,0.01,0
256,8,float,none,-1,8.88,0.03,0.03,0
512,16,float,none,-1,8.41,0.06,0.05,0
1024,32,float,none,-1,8.48,0.12,0.11,0
2048,64,float,none,-1,8.90,0.23,0.20,0
4096,128,float,none,-1,8.76,0.47,0.41,0
8192,256,float,none,-1,8.95,0.91,0.80,0
16384,512,float,none,-1,8.97,1.83,1.60,0
32768,1024,float,none,-1,8.84,3.71,3.24,0
65536,2048,float,none,-1,8.60,7.62,6.67,0
131072,4096,float,none,-1,9.17,14.29,12.51,0
262144,8192,float,none,-1,9.38,27.94,24.44,0
524288,16384,float,none,-1,11.72,44.75,39.16,0
1048576,32768,float,none,-1,16.81,62.37,54.57,0
2097152,65536,float,none,-1,28.01,74.88,65.52,0
4194304,131072,float,none,-1,50.84,82.50,72.19,0
8388608,262144,float,none,-1,96.48,86.95,76.08,0
16777216,524288,float,none,-1,187.1,89.65,78.45,0
33554432,1048576,float,none,-1,364.8,91.98,80.49,0
67108864,2097152,float,none,-1,721.9,92.96,81.34,0
134217728,4194304,float,none,-1,1430.1,93.85,82.12,0
268435456,8388608,float,none,-1,2847.0,94.29,82.50,0
536870912,16777216,float,none,-1,5677.4,94.56,82.74,0
1073741824,33554432,float,none,-1,11348,94.62,82.79,0
2147483648,67108864,float,none,-1,22693,94.63,82.80,0
4294967296,134217728,float,none,-1,45401,94.60,82.78,0
