size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,sum,-1,0.20,0.00,0.00,0
0,0,float,sum,-1,0.20,0.00,0.00,0
4,1,float,sum,-1,17.40,0.00,0.00,0
8,2,float,sum,-1,17.20,0.00,0.00,0
16,4,float,sum,-1,17.18,0.00,0.00,0
32,8,float,sum,-1,17.32,0.00,0.00,0
64,16,float,sum,-1,17.33,0.00,0.01,0
128,32,float,sum,-1,17.55,0.01,0.01,0
256,64,float,sum,-1,17.93,0.01,0.02,0
512,128,float,sum,-1,18.59,0.03,0.05,0
1024,256,float,sum,-1,18.93,0.05,0.09,0
2048,512,float,sum,-1,19.40,0.11,0.18,0
4096,1024,float,sum,-1,20.98,0.20,0.34,0
8192,2048,float,sum,-1,23.34,0.35,0.61,0
16384,4096,float,sum,-1,27.69,0.59,1.04,0
32768,8192,float,sum,-1,28.04,1.17,2.05,0
65536,16384,float,sum,-1,28.03,2.34,4.09,0
131072,32768,float,sum,-1,28.18,4.65,8.14,0
262144,65536,float,sum,-1,28.62,9.16,16.03,0
524288,131072,float,sum,-1,50.10,10.46,18.31,0
1048576,262144,float,sum,-1,53.60,19.56,34.24,0
2097152,524288,float,sum,-1,60.12,34.88,61.04,0
4194304,1048576,float,sum,-1,76.53,54.80,95.91,0
8388608,2097152,float,sum,-1,100.2,83.72,146.50,0
16777216,4194304,float,sum,-1,155.1,108.17,189.30,0
33554432,8388608,float,sum,-1,240.3,139.66,244.41,0
67108864,16777216,float,sum,-1,426.5,157.34,275.35,0
134217728,33554432,float,sum,-1,797.2,168.37,294.64,0
268435456,67108864,float,sum,-1,1541.1,174.19,304.83,0
536870912,134217728,float,sum,-1,3029.3,177.23,310.15,0
1073741824,268435456,float,sum,-1,5967.0,179.95,314.91,0
2147483648,536870912,float,sum,-1,11894,180.56,315.98,0
4294967296,1073741824,float,sum,-1,23801,180.46,315.80,0
