size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,sum,-1,0.20,0.00,0.00,0
0,0,float,sum,-1,0.20,0.00,0.00,0
4,1,float,sum,-1,17.13,0.00,0.00,0
8,2,float,sum,-1,16.91,0.00,0.00,0
16,4,float,sum,-1,16.82,0.00,0.00,0
32,8,float,sum,-1,16.92,0.00,0.00,0
64,16,float,sum,-1,16.93,0.00,0.01,0
128,32,float,sum,-1,17.28,0.01,0.01,0
256,64,float,sum,-1,17.56,0.01,0.03,0
512,128,float,sum,-1,18.23,0.03,0.05,0
1024,256,float,sum,-1,18.55,0.06,0.10,0
2048,512,float,sum,-1,19.15,0.11,0.19,0
4096,1024,float,sum,-1,20.71,0.20,0.35,0
8192,2048,float,sum,-1,22.87,0.36,0.63,0
16384,4096,float,sum,-1,27.43,0.60,1.05,0
32768,8192,float,sum,-1,27.90,1.17,2.06,0
65536,16384,float,sum,-1,27.93,2.35,4.11,0
131072,32768,float,sum,-1,28.17,4.65,8.14,0
262144,65536,float,sum,-1,28.55,9.18,16.07,0
524288,131072,float,sum,-1,49.95,10.50,18.37,0
1048576,262144,float,sum,-1,53.62,19.55,34.22,0
2097152,524288,float,sum,-1,60.14,34.87,61.03,0
4194304,1048576,float,sum,-1,76.55,54.79,95.88,0
8388608,2097152,float,sum,-1,100.4,83.59,146.28,0
16777216,4194304,float,sum,-1,155.3,108.05,189.09,0
33554432,8388608,float,sum,-1,240.8,139.33,243.82,0
67108864,16777216,float,sum,-1,426.9,157.20,275.09,0
134217728,33554432,float,sum,-1,796.6,168.49,294.86,0
268435456,67108864,float,sum,-1,1541.4,174.15,304.77,0
536870912,134217728,float,sum,-1,3030.4,177.16,310.04,0
1073741824,268435456,float,sum,-1,5970.2,179.85,314.74,0
2147483648,536870912,float,sum,-1,11891,180.60,316.05,0
4294967296,1073741824,float,sum,-1,23739,180.93,316.62,0
