size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,sum,-1,0.20,0.00,0.00,0
0,0,float,sum,-1,0.19,0.00,0.00,0
4,1,float,sum,-1,17.36,0.00,0.00,0
8,2,float,sum,-1,17.23,0.00,0.00,0
16,4,float,sum,-1,17.06,0.00,0.00,0
32,8,float,sum,-1,17.15,0.00,0.00,0
64,16,float,sum,-1,17.19,0.00,0.01,0
128,32,float,sum,-1,17.49,0.01,0.01,0
256,64,float,sum,-1,17.66,0.01,0.03,0
512,128,float,sum,-1,18.34,0.03,0.05,0
1024,256,float,sum,-1,18.78,0.05,0.10,0
2048,512,float,sum,-1,19.36,0.11,0.19,0
4096,1024,float,sum,-1,21.01,0.19,0.34,0
8192,2048,float,sum,-1,23.16,0.35,0.62,0
16384,4096,float,sum,-1,27.81,0.59,1.03,0
32768,8192,float,sum,-1,28.15,1.16,2.04,0
65536,16384,float,sum,-1,28.30,2.32,4.05,0
131072,32768,float,sum,-1,28.46,4.61,8.06,0
262144,65536,float,sum,-1,28.68,9.14,15.99,0
524288,131072,float,sum,-1,49.90,10.51,18.39,0
1048576,262144,float,sum,-1,53.44,19.62,34.34,0
2097152,524288,float,sum,-1,59.98,34.96,61.19,0
4194304,1048576,float,sum,-1,76.71,54.68,95.69,0
8388608,2097152,float,sum,-1,100.3,83.65,146.38,0
16777216,4194304,float,sum,-1,155.2,108.07,189.13,0
33554432,8388608,float,sum,-1,241.0,139.23,243.65,0
67108864,16777216,float,sum,-1,427.1,157.12,274.96,0
134217728,33554432,float,sum,-1,796.4,168.52,294.92,0
268435456,67108864,float,sum,-1,1541.0,174.19,304.84,0
