size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,sum,-1,0.20,0.00,0.00,0
0,0,float,sum,-1,0.20,0.00,0.00,0
4,1,float,sum,-1,17.09,0.00,0.00,0
8,2,float,sum,-1,17.03,0.00,0.00,0
16,4,float,sum,-1,16.90,0.00,0.00,0
32,8,float,sum,-1,16.93,0.00,0.00,0
64,16,float,sum,-1,17.08,0.00,0.01,0
128,32,float,sum,-1,17.18,0.01,0.01,0
256,64,float,sum,-1,20.11,0.01,0.02,0
512,128,float,sum,-1,20.04,0.03,0.04,0
1024,256,float,sum,-1,20.00,0.05,0.09,0
2048,512,float,sum,-1,20.06,0.10,0.18,0
4096,1024,float,sum,-1,20.17,0.20,0.36,0
8192,2048,float,sum,-1,20.25,0.40,0.71,0
16384,4096,float,sum,-1,20.02,0.82,1.43,0
32768,8192,float,sum,-1,20.31,1.61,2.82,0
65536,16384,float,sum,-1,20.44,3.21,5.61,0
131072,32768,float,sum,-1,21.23,6.17,10.80,0
262144,65536,float,sum,-1,24.28,10.80,18.89,0
524288,131072,float,sum,-1,34.56,15.17,26.55,0
1048576,262144,float,sum,-1,49.35,21.25,37.18,0
2097152,524288,float,sum,-1,79.55,26.36,46.13,0
4194304,1048576,float,sum,-1,141.2,29.70,51.98,0
8388608,2097152,float,sum,-1,264.0,31.77,55.60,0
16777216,4194304,float,sum,-1,505.6,33.18,58.07,0
33554432,8388608,float,sum,-1,957.7,35.04,61.31,0
