size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,none,-1,0.19,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.25,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
128,4,float,none,-1,10.60,0.01,0.01,0
256,8,float,none,-1,10.59,0.02,0.02,0
512,16,float,none,-1,10.58,0.05,0.04,0
1024,32,float,none,-1,10.53,0.10,0.09,0
2048,64,float,none,-1,11.29,0.18,0.16,0
4096,128,float,none,-1,10.30,0.40,0.35,0
8192,256,float,none,-1,10.29,0.80,0.70,0
16384,512,float,none,-1,10.44,1.57,1.37,0
32768,1024,float,none,-1,10.94,3.00,2.62,0
65536,2048,float,none,-1,10.52,6.23,5.45,0
131072,4096,float,none,-1,10.66,12.29,10.76,0
262144,8192,float,none,-1,11.17,23.46,20.53,0
524288,16384,float,none,-1,13.48,38.89,34.03,0
1048576,32768,float,none,-1,18.00,58.26,50.98,0
2097152,65536,float,none,-1,24.85,84.39,73.84,0
4194304,131072,float,none,-1,38.21,109.77,96.05,0
8388608,262144,float,none,-1,63.77,131.54,115.09,0
16777216,524288,float,none,-1,113.0,148.41,129.86,0
33554432,1048576,float,none,-1,213.8,156.93,137.31,0
67108864,2097152,float,none,-1,420.5,159.58,139.63,0
134217728,4194304,float,none,-1,832.1,161.30,141.13,0
268435456,8388608,float,none,-1,1647.0,162.98,142.61,0
536870912,16777216,float,none,-1,3269.4,164.21,143.69,0
1073741824,33554432,float,none,-1,6501.6,165.15,144.51,0
2147483648,67108864,float,none,-1,12968,165.60,144.90,0
4294967296,134217728,float,none,-1,25948,165.52,144.83,0
