size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,sum,-1,0.20,0.00,0.00,0
0,0,float,sum,-1,0.21,0.00,0.00,0
4,1,float,sum,-1,17.07,0.00,0.00,0
8,2,float,sum,-1,17.09,0.00,0.00,0
16,4,float,sum,-1,17.00,0.00,0.00,0
32,8,float,sum,-1,17.03,0.00,0.00,0
64,16,float,sum,-1,17.36,0.00,0.01,0
128,32,float,sum,-1,17.31,0.01,0.01,0
256,64,float,sum,-1,17.65,0.01,0.03,0
512,128,float,sum,-1,18.21,0.03,0.05,0
1024,256,float,sum,-1,18.67,0.05,0.10,0
2048,512,float,sum,-1,11.83,0.17,0.30,0
4096,1024,float,sum,-1,11.78,0.35,0.61,0
8192,2048,float,sum,-1,11.94,0.69,1.20,0
16384,4096,float,sum,-1,12.58,1.30,2.28,0
32768,8192,float,sum,-1,12.93,2.53,4.43,0
65536,16384,float,sum,-1,13.06,5.02,8.78,0
131072,32768,float,sum,-1,13.53,9.69,16.95,0
262144,65536,float,sum,-1,16.18,16.21,28.36,0
524288,131072,float,sum,-1,21.60,24.27,42.47,0
1048576,262144,float,sum,-1,32.46,32.31,56.53,0
2097152,524288,float,sum,-1,55.32,37.91,66.34,0
4194304,1048576,float,sum,-1,102.9,40.76,71.32,0
8388608,2097152,float,sum,-1,200.4,41.85,73.24,0
16777216,4194304,float,sum,-1,395.0,42.48,74.33,0
33554432,8388608,float,sum,-1,783.5,42.83,74.94,0
67108864,16777216,float,sum,-1,1544.1,43.46,76.06,0
134217728,33554432,float,sum,-1,3045.2,44.08,77.13,0
268435456,67108864,float,sum,-1,6000.4,44.74,78.29,0
536870912,134217728,float,sum,-1,12172,44.11,77.19,0
1073741824,268435456,float,sum,-1,23958,44.82,78.43,0
2147483648,536870912,float,sum,-1,47861,44.87,78.52,0
4294967296,1073741824,float,sum,-1,95536,44.96,78.67,0
