size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.19,0.00,0.00,0
128,4,float,none,-1,231.2,0.00,0.00,0
256,8,float,none,-1,231.0,0.00,0.00,0
512,16,float,none,-1,231.0,0.00,0.00,0
1024,32,float,none,-1,231.4,0.00,0.00,0
2048,64,float,none,-1,231.8,0.01,0.01,0
4096,128,float,none,-1,230.7,0.02,0.02,0
8192,256,float,none,-1,230.6,0.04,0.03,0
16384,512,float,none,-1,233.1,0.07,0.06,0
32768,1024,float,none,-1,233.4,0.14,0.12,0
65536,2048,float,none,-1,258.7,0.25,0.22,0
131072,4096,float,none,-1,270.1,0.49,0.42,0
262144,8192,float,none,-1,289.2,0.91,0.79,0
524288,16384,float,none,-1,322.2,1.63,1.42,0
1048576,32768,float,none,-1,350.5,2.99,2.62,0
2097152,65536,float,none,-1,412.3,5.09,4.45,0
4194304,131072,float,none,-1,534.5,7.85,6.87,0
8388608,262144,float,none,-1,788.3,10.64,9.31,0
16777216,524288,float,none,-1,1274.9,13.16,11.51,0
33554432,1048576,float,none,-1,2219.8,15.12,13.23,0
67108864,2097152,float,none,-1,4141.4,16.20,14.18,0
134217728,4194304,float,none,-1,8001.4,16.77,14.68,0
268435456,8388608,float,none,-1,16239,16.53,14.46,0
536870912,16777216,float,none,-1,31687,16.94,14.83,0
1073741824,33554432,float,none,-1,62596,17.15,15.01,0
2147483648,67108864,float,none,-1,124534,17.24,15.09,0
4294967296,134217728,float,none,-1,248133,17.31,15.15,0
