size,count,type,redop,root,time,algbw,busbw,wrong
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.21,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
0,0,float,none,-1,0.20,0.00,0.00,0
128,4,float,none,-1,34.74,0.00,0.00,0
256,8,float,none,-1,34.36,0.01,0.01,0
512,16,float,none,-1,34.27,0.01,0.01,0
1024,32,float,none,-1,34.71,0.03,0.03,0
2048,64,float,none,-1,34.86,0.06,0.05,0
4096,128,float,none,-1,34.54,0.12,0.10,0
8192,256,float,none,-1,34.80,0.24,0.21,0
16384,512,float,none,-1,34.57,0.47,0.41,0
32768,1024,float,none,-1,34.59,0.95,0.83,0
65536,2048,float,none,-1,35.90,1.83,1.60,0
131072,4096,float,none,-1,38.44,3.41,2.98,0
262144,8192,float,none,-1,49.36,5.31,4.65,0
524288,16384,float,none,-1,66.62,7.87,6.89,0
1048576,32768,float,none,-1,100.1,10.47,9.16,0
2097152,65536,float,none,-1,167.2,12.54,10.97,0
4194304,131072,float,none,-1,301.4,13.92,12.18,0
8388608,262144,float,none,-1,568.1,14.77,12.92,0
16777216,524288,float,none,-1,1068.1,15.71,13.74,0
33554432,1048576,float,none,-1,1304.2,25.73,22.51,0
67108864,2097152,float,none,-1,1873.8,35.81,31.34,0
134217728,4194304,float,none,-1,3213.1,41.77,36.55,0
268435456,8388608,float,none,-1,5851.9,45.87,40.14,0
536870912,16777216,float,none,-1,11122,48.27,42.24,0
1073741824,33554432,float,none,-1,21625,49.65,43.45,0
2147483648,67108864,float,none,-1,42750,50.23,43.95,0
4294967296,134217728,float,none,-1,85189,50.42,44.12,0
